Uniprot,Protein Symbol,Article Count,Interactions,GO Score,GO Terms
Q05655,PRKCD,1201,14,0,"['GO:0035578', 'GO:0005911', 'GO:0005737', 'GO:0005829', 'GO:0036019', 'GO:0005783', 'GO:0070062', 'GO:0005576', 'GO:0005739', 'GO:0016363', 'GO:0005654', 'GO:0005634', 'GO:0048471', 'GO:0005886', 'GO:0005524', 'GO:0004697', 'GO:0004699', 'GO:0008047', 'GO:0019899', 'GO:0043560', 'GO:0046872', 'GO:0004715', 'GO:0004672', 'GO:0019901', 'GO:0106310', 'GO:0004674', 'GO:0032147', 'GO:0006915', 'GO:0042100', 'GO:0060326', 'GO:1904385', 'GO:0070301', 'GO:0071447', 'GO:0034644', 'GO:0090398', 'GO:0042742', 'GO:0006974', 'GO:0038096', 'GO:0016064', 'GO:0035556', 'GO:0008631', 'GO:0030837', 'GO:0051490', 'GO:0034351', 'GO:0050728', 'GO:0046627', 'GO:0043407', 'GO:0050732', 'GO:0090331', 'GO:0032091', 'GO:0042119', 'GO:0018105', 'GO:0018107', 'GO:2001235', 'GO:2000304', 'GO:0032079', 'GO:2000753', 'GO:1900163', 'GO:0035307', 'GO:0042307', 'GO:2000755', 'GO:0032930', 'GO:0043687', 'GO:0006468', 'GO:0050821', 'GO:0032956', 'GO:2000303', 'GO:0043488', 'GO:0010469', 'GO:0007165', 'GO:0023021']"
Q06587,RING1,309,7,1,"['GO:0005829', 'GO:0016607', 'GO:0005654', 'GO:0005634', 'GO:0031519', 'GO:0035102', 'GO:0001739', 'GO:0000151', 'GO:0003682', 'GO:0046872', 'GO:0061630', 'GO:0097027', 'GO:0009952', 'GO:0048593', 'GO:0006338', 'GO:0045892', 'GO:0016567']"
Q07837,SLC3A1,286,3,0,"['GO:0016324', 'GO:0031526', 'GO:0070062', 'GO:0016020', 'GO:0005886', 'GO:0005774', 'GO:0015171', 'GO:0015174', 'GO:0015184', 'GO:0046982', 'GO:0044877', 'GO:0006865', 'GO:0015810', 'GO:0015802', 'GO:0005975', 'GO:0010467', 'GO:0015811', 'GO:0015813']"
Q08379,GOLGA2,48,12,0,"['GO:0005801', 'GO:0030134', 'GO:0033116', 'GO:0005794', 'GO:0000137', 'GO:0032580', 'GO:0000139', 'GO:0005874', 'GO:0072686', 'GO:0000922', 'GO:0045296', 'GO:0042802', 'GO:0061676', 'GO:0008017', 'GO:0019901', 'GO:0019905', 'GO:0008356', 'GO:0007098', 'GO:0006888', 'GO:0090166', 'GO:0007030', 'GO:0090161', 'GO:0090306', 'GO:0007020', 'GO:0090307', 'GO:0010507', 'GO:0032091', 'GO:0060050', 'GO:0006486', 'GO:0051289', 'GO:0015031', 'GO:0051225']"
Q08AD1,CAMSAP2,45,3,0,"['GO:0036064', 'GO:0005829', 'GO:0005794', 'GO:1990752', 'GO:0005516', 'GO:0051011', 'GO:0030507', 'GO:0061564', 'GO:0031122', 'GO:0000226', 'GO:0007026', 'GO:0050773', 'GO:1903358', 'GO:0031113', 'GO:0033043']"
Q08AF3,SLFN5,43,0,0,"['GO:0005634', 'GO:0005524', 'GO:0030154']"
Q0ZGT2,NEXN,77,5,0,"['GO:0015629', 'GO:0005912', 'GO:0030424', 'GO:0005925', 'GO:0005886', 'GO:0030018', 'GO:0051015', 'GO:0098632', 'GO:0008307', 'GO:0007411', 'GO:0070593', 'GO:0007156', 'GO:0030334', 'GO:0051493']"
Q12766,HMGXB3,5,0,1,"['GO:0005634', 'GO:0003677']"
Q12769,NUP160,80,10,0,"['GO:0005829', 'GO:0005635', 'GO:0005643', 'GO:0031080', 'GO:0017056', 'GO:0006406', 'GO:0072006', 'GO:0006913', 'GO:0015031']"
Q12849,GRSF1,68,3,-3,"['GO:0005737', 'GO:0005759', 'GO:0042645', 'GO:0005739', 'GO:0005654', 'GO:1990904', 'GO:0035770', 'GO:0002151', 'GO:0003729', 'GO:0003723', 'GO:0009952', 'GO:0000957', 'GO:0016331', 'GO:0006397', 'GO:0000962', 'GO:0043484', 'GO:0008033']"
Q12907,LMAN2,45,3,0,"['GO:0009986', 'GO:0030134', 'GO:0005789', 'GO:0005793', 'GO:0033116', 'GO:0070062', 'GO:0005615', 'GO:0005794', 'GO:0000139', 'GO:0005886', 'GO:0030246', 'GO:0031072', 'GO:0005537', 'GO:0046872', 'GO:0006888', 'GO:0050766', 'GO:0015031', 'GO:0006890']"
Q12923,PTPN13,268,8,0,"['GO:0044297', 'GO:0005737', 'GO:0005856', 'GO:0005829', 'GO:0070062', 'GO:0001650', 'GO:0030027', 'GO:0005654', 'GO:0005634', 'GO:0005886', 'GO:0036312', 'GO:0004725', 'GO:0097237', 'GO:1904890', 'GO:0001933', 'GO:0035335', 'GO:0006470', 'GO:0051896']"
Q12933,TRAF2,1989,12,2,"['GO:0035631', 'GO:0005938', 'GO:0005737', 'GO:0009898', 'GO:0005829', 'GO:1990604', 'GO:0045121', 'GO:0005654', 'GO:0097057', 'GO:0002947', 'GO:0000151', 'GO:0012506', 'GO:0005174', 'GO:0019899', 'GO:0042802', 'GO:0031435', 'GO:0060090', 'GO:0019901', 'GO:0019903', 'GO:0044877', 'GO:0030674', 'GO:0035591', 'GO:0046625', 'GO:0031996', 'GO:0043120', 'GO:0005164', 'GO:0031625', 'GO:0004842', 'GO:0008270', 'GO:0071732', 'GO:0045087', 'GO:0097400', 'GO:0070059', 'GO:0048255', 'GO:0034351', 'GO:0038061', 'GO:0043123', 'GO:0051091', 'GO:2001238', 'GO:0032743', 'GO:0043507', 'GO:0051092', 'GO:0002726', 'GO:1903265', 'GO:0097300', 'GO:0051865', 'GO:0030163', 'GO:0070534', 'GO:0065003', 'GO:0042981', 'GO:0002637', 'GO:0046328', 'GO:0043254', 'GO:0034976', 'GO:0007165', 'GO:0023019', 'GO:0033209']"
Q12959,DLG1,807,7,1,"['GO:0005912', 'GO:0016324', 'GO:0005604', 'GO:0016323', 'GO:0005923', 'GO:0030054', 'GO:0031253', 'GO:0005911', 'GO:0005737', 'GO:0009898', 'GO:0005829', 'GO:0005783', 'GO:0005789', 'GO:0070062', 'GO:0098978', 'GO:0005794', 'GO:0001772', 'GO:0014704', 'GO:0043219', 'GO:0016328', 'GO:0045121', 'GO:0005874', 'GO:0097025', 'GO:0035748', 'GO:0031594', 'GO:0043005', 'GO:0033268', 'GO:0005634', 'GO:0048471', 'GO:0005886', 'GO:0098839', 'GO:0042383', 'GO:0097060', 'GO:0045296', 'GO:0008092', 'GO:0004385', 'GO:0035255', 'GO:0097016', 'GO:0060090', 'GO:0019902', 'GO:0004721', 'GO:0015459', 'GO:0019901', 'GO:0098919', 'GO:0044325', 'GO:0007015', 'GO:0030041', 'GO:0042982', 'GO:0030953', 'GO:0070830', 'GO:0001658', 'GO:0098609', 'GO:0007268', 'GO:0030866', 'GO:0043622', 'GO:0048704', 'GO:0001935', 'GO:0051660', 'GO:0007163', 'GO:0045197', 'GO:0060022', 'GO:0001771', 'GO:0002088', 'GO:0031579', 'GO:0050680', 'GO:0070373', 'GO:2000134', 'GO:1903753', 'GO:0051898', 'GO:0042130', 'GO:0000122', 'GO:0099645', 'GO:0030432', 'GO:0043491', 'GO:0030838', 'GO:0008284', 'GO:0043268', 'GO:1903078', 'GO:0072659', 'GO:0031503', 'GO:0043113', 'GO:0097120', 'GO:0008360', 'GO:0042391', 'GO:0031641', 'GO:0099072', 'GO:1903764', 'GO:1903286', 'GO:1902473', 'GO:1902305', 'GO:0098911', 'GO:1903760', 'GO:0048608', 'GO:0048745', 'GO:0042098']"
Q13075,NAIP,604,3,0,"['GO:0016323', 'GO:0061702', 'GO:0005737', 'GO:0072557', 'GO:0005524', 'GO:0016887', 'GO:0004869', 'GO:0043027', 'GO:0046872', 'GO:0120283', 'GO:0006915', 'GO:0042742', 'GO:0016045', 'GO:0046456', 'GO:0006954', 'GO:0045087', 'GO:0043066', 'GO:0043154', 'GO:0043524', 'GO:0010804', 'GO:0007399', 'GO:0002221', 'GO:0050729', 'GO:0032731', 'GO:0046330', 'GO:0070269', 'GO:0042981']"
Q13098,GPS1,109,5,0,"['GO:0008180', 'GO:0005737', 'GO:0005829', 'GO:0005654', 'GO:0005634', 'GO:0005095', 'GO:0007254', 'GO:0000338', 'GO:0045116', 'GO:2000434']"
Q13129,RLF,382,0,6,"['GO:0005634', 'GO:0003677', 'GO:0001228', 'GO:0000981', 'GO:0046872', 'GO:0045893', 'GO:0045944', 'GO:0006357']"
Q13131,PRKAA1,604,5,2,"['GO:0016324', 'GO:0030424', 'GO:0000785', 'GO:0005737', 'GO:0005829', 'GO:0030425', 'GO:0043025', 'GO:0016607', 'GO:0005654', 'GO:0031588', 'GO:0005634', 'GO:0050405', 'GO:0047322', 'GO:0004679', 'GO:0005524', 'GO:0004691', 'GO:0003682', 'GO:0140823', 'GO:0046872', 'GO:0004672', 'GO:0106310', 'GO:0004674', 'GO:0048156', 'GO:0050321', 'GO:0006914', 'GO:0015721', 'GO:0038183', 'GO:0061762', 'GO:0071277', 'GO:0071361', 'GO:0042149', 'GO:0071333', 'GO:0070301', 'GO:0071456', 'GO:0031669', 'GO:0071417', 'GO:0034599', 'GO:0071380', 'GO:0071466', 'GO:0006695', 'GO:0009631', 'GO:0097009', 'GO:0006633', 'GO:0055089', 'GO:0019395', 'GO:0042593', 'GO:0006006', 'GO:0008610', 'GO:1905691', 'GO:0061744', 'GO:0043066', 'GO:0010629', 'GO:0046318', 'GO:1903944', 'GO:0046627', 'GO:0050995', 'GO:0032007', 'GO:1904262', 'GO:1904428', 'GO:0070050', 'GO:1904179', 'GO:0010508', 'GO:0008284', 'GO:0045542', 'GO:0045893', 'GO:0010628', 'GO:0045821', 'GO:1903109', 'GO:2000758', 'GO:1903829', 'GO:1903955', 'GO:0048643', 'GO:1990044', 'GO:0006468', 'GO:0120188', 'GO:0042752', 'GO:0070507', 'GO:0033135', 'GO:0062028', 'GO:0060627', 'GO:0014823', 'GO:0031000', 'GO:0043627', 'GO:0010332', 'GO:0001666', 'GO:0009411', 'GO:0048511', 'GO:0007165', 'GO:0016055']"
Q13325,IFIT5,131,2,1,"['GO:0015629', 'GO:0045177', 'GO:0005829', 'GO:0005886', 'GO:0032587', 'GO:0003690', 'GO:0008266', 'GO:0003723', 'GO:0000339', 'GO:0003727', 'GO:0000049', 'GO:0051607', 'GO:0045087', 'GO:0045071', 'GO:0043123']"
Q13426,XRCC4,855,6,1,"['GO:0005829', 'GO:0032807', 'GO:0005958', 'GO:0070419', 'GO:0005654', 'GO:0005634', 'GO:0035861', 'GO:0070975', 'GO:0042802', 'GO:0071285', 'GO:0051103', 'GO:0006302', 'GO:0006303', 'GO:0033152', 'GO:0051351', 'GO:1990166', 'GO:0010165']"
Q13433,SLC39A6,95,2,0,"['GO:0016324', 'GO:0009986', 'GO:0005783', 'GO:0031258', 'GO:0045121', 'GO:0005886', 'GO:0140410', 'GO:0005385', 'GO:0001837', 'GO:0030003', 'GO:0006882', 'GO:0046649', 'GO:0050852', 'GO:0071578', 'GO:0071577']"
Q13546,RIPK1,2273,9,1,"['GO:0005829', 'GO:0031264', 'GO:0010008', 'GO:0005739', 'GO:0005886', 'GO:0032991', 'GO:0043235', 'GO:0097342', 'GO:0005524', 'GO:0070513', 'GO:0005123', 'GO:0042802', 'GO:0004706', 'GO:0042803', 'GO:0004672', 'GO:0106310', 'GO:0004674', 'GO:0044877', 'GO:0035591', 'GO:0031625', 'GO:1990000', 'GO:0006915', 'GO:0071363', 'GO:0070301', 'GO:0071356', 'GO:0097191', 'GO:0006954', 'GO:0035556', 'GO:0070266', 'GO:0097527', 'GO:0043066', 'GO:0043124', 'GO:2001237', 'GO:2001240', 'GO:0060546', 'GO:0036289', 'GO:0043065', 'GO:0043123', 'GO:1900119', 'GO:2001238', 'GO:0010628', 'GO:0050729', 'GO:0070105', 'GO:0032757', 'GO:0046330', 'GO:0045651', 'GO:1903800', 'GO:0060545', 'GO:0043525', 'GO:0051092', 'GO:1901224', 'GO:0043068', 'GO:0062100', 'GO:0001934', 'GO:2000379', 'GO:0045944', 'GO:0032760', 'GO:1903265', 'GO:0097300', 'GO:0046777', 'GO:0030163', 'GO:0070926', 'GO:0006979', 'GO:0034612', 'GO:0097343', 'GO:1901026', 'GO:0070231', 'GO:0033209']"
Q13557,CAMK2D,195,5,1,"['GO:0005954', 'GO:0005737', 'GO:0005829', 'GO:0030666', 'GO:0016020', 'GO:0043005', 'GO:0005654', 'GO:0005634', 'GO:0042383', 'GO:0033017', 'GO:0005524', 'GO:0005516', 'GO:0004683', 'GO:0042802', 'GO:0042803', 'GO:0106310', 'GO:0004674', 'GO:0019871', 'GO:0031432', 'GO:0044325', 'GO:0086003', 'GO:0071277', 'GO:0032469', 'GO:1902306', 'GO:2000650', 'GO:0018105', 'GO:0018107', 'GO:0010666', 'GO:0010613', 'GO:0046777', 'GO:0006468', 'GO:1902514', 'GO:0098901', 'GO:0098909', 'GO:0010881', 'GO:0010649', 'GO:1901844', 'GO:0001558', 'GO:0060341', 'GO:0008016', 'GO:0086091', 'GO:0003254', 'GO:1901897', 'GO:0010880', 'GO:0060314', 'GO:0002026', 'GO:0006357', 'GO:0055119']"
Q13616,CUL1,944,17,0,"['GO:0031461', 'GO:0005737', 'GO:0005829', 'GO:0005654', 'GO:0005634', 'GO:1990452', 'GO:0005886', 'GO:0019005', 'GO:0030674', 'GO:0160072', 'GO:0031625', 'GO:0009887', 'GO:0008283', 'GO:0000082', 'GO:0097193', 'GO:0043123', 'GO:0043161', 'GO:0070936', 'GO:0006513', 'GO:0016567', 'GO:0031146']"
Q13617,CUL2,507,4,0,"['GO:0031462', 'GO:0005829', 'GO:0005730', 'GO:0005654', 'GO:0019005', 'GO:0030891', 'GO:0044877', 'GO:0030674', 'GO:0160072', 'GO:0031625', 'GO:0004842', 'GO:0000082', 'GO:0097193', 'GO:0016567', 'GO:0031146', 'GO:0140627']"
Q13625,TP53BP2,209,3,0,"['GO:0030054', 'GO:0005737', 'GO:0005829', 'GO:0005654', 'GO:0005634', 'GO:0048471', 'GO:0042802', 'GO:0051059', 'GO:0002039', 'GO:0042803', 'GO:0017124', 'GO:0072332', 'GO:0045786', 'GO:1900119', 'GO:0007165']"
Q13642,FHL1,541,8,0,"['GO:0005737', 'GO:0005829', 'GO:0005925', 'GO:0005634', 'GO:0005886', 'GO:0046872', 'GO:0044325', 'GO:0009887', 'GO:0030154', 'GO:0007517', 'GO:0030308', 'GO:2000134', 'GO:0010972', 'GO:0043268', 'GO:0003254', 'GO:1901016']"
Q14116,IL18,16540,6,2,"['GO:0005829', 'GO:0005576', 'GO:0005615', 'GO:0005125', 'GO:0045515', 'GO:0001525', 'GO:0008283', 'GO:0007267', 'GO:0042632', 'GO:0050830', 'GO:0061436', 'GO:0006954', 'GO:0035655', 'GO:0030101', 'GO:0042267', 'GO:0045662', 'GO:0042119', 'GO:0042104', 'GO:0032722', 'GO:0120162', 'GO:0032725', 'GO:0050729', 'GO:0032736', 'GO:0032740', 'GO:0010744', 'GO:0032819', 'GO:0150078', 'GO:0051092', 'GO:0051142', 'GO:1901224', 'GO:0051897', 'GO:0048661', 'GO:2000556', 'GO:0045630', 'GO:0034105', 'GO:0045944', 'GO:0032729', 'GO:0042531', 'GO:0030155', 'GO:0030431', 'GO:0042088', 'GO:0070328', 'GO:0042092']"
Q14137,BOP1,128,10,0,"['GO:0005694', 'GO:0005730', 'GO:0005654', 'GO:0070545', 'GO:0030687', 'GO:1990904', 'GO:0043021', 'GO:0003723', 'GO:0008283', 'GO:0000448', 'GO:0000463', 'GO:0051726', 'GO:1901796', 'GO:0000027', 'GO:0042254']"
Q14147,DHX34,22,8,0,"['GO:0016020', 'GO:0005524', 'GO:0016887', 'GO:0004386', 'GO:0044877', 'GO:0003723', 'GO:0003724', 'GO:2000623', 'GO:0000956', 'GO:0000184', 'GO:0042327']"
Q14151,SAFB2,34,1,1,"['GO:0005737', 'GO:0070062', 'GO:0043231', 'GO:0016604', 'GO:0005654', 'GO:0005634', 'GO:0042802', 'GO:0003723', 'GO:0043565', 'GO:0060765', 'GO:0050684', 'GO:0006357', 'GO:0060008']"
Q14185,DOCK1,226,9,0,"['GO:0005737', 'GO:0005829', 'GO:0098978', 'GO:0032045', 'GO:0016607', 'GO:0005654', 'GO:0005886', 'GO:0098794', 'GO:0005096', 'GO:0005085', 'GO:0017124', 'GO:0031267', 'GO:0006915', 'GO:0016477', 'GO:0007229', 'GO:0007520', 'GO:0006911', 'GO:0010634', 'GO:1900026', 'GO:0150052', 'GO:0007165', 'GO:0007264']"
Q14254,FLOT2,96,1,0,"['GO:0002080', 'GO:0005912', 'GO:0016323', 'GO:0005901', 'GO:0044291', 'GO:0031410', 'GO:0032839', 'GO:0030139', 'GO:0005768', 'GO:0070062', 'GO:0016600', 'GO:0005925', 'GO:0098978', 'GO:0043231', 'GO:0030027', 'GO:0016020', 'GO:0048471', 'GO:0005886', 'GO:0001931', 'GO:0031982', 'GO:0002020', 'GO:0098937', 'GO:0007155', 'GO:0008544', 'GO:1902992', 'GO:0010629', 'GO:0043123', 'GO:1903905', 'GO:0072659', 'GO:0044860', 'GO:0050821', 'GO:0045661', 'GO:0099072']"
Q14324,MYBPC2,30,21,-1,"['GO:0005829', 'GO:0032982', 'GO:0003779', 'GO:0008307', 'GO:0007155', 'GO:0045214']"
Q14517,FAT1,931,8,0,"['GO:0016324', 'GO:0005911', 'GO:0005829', 'GO:0070062', 'GO:0030175', 'GO:0005925', 'GO:0030027', 'GO:0005634', 'GO:0048471', 'GO:0005886', 'GO:0005509', 'GO:0007015', 'GO:0009653', 'GO:0007155', 'GO:0016477', 'GO:0098609', 'GO:0007267', 'GO:1904385', 'GO:0003382', 'GO:0003412', 'GO:0007163', 'GO:0007156', 'GO:0002088', 'GO:1904754']"
Q14571,ITPR2,160,4,0,"['GO:0005938', 'GO:0005783', 'GO:0005789', 'GO:0016020', 'GO:0005654', 'GO:0005886', 'GO:0031095', 'GO:0043235', 'GO:0016529', 'GO:0033017', 'GO:0030667', 'GO:0005509', 'GO:0015085', 'GO:0070679', 'GO:0005220', 'GO:0035091', 'GO:0097110', 'GO:0044325', 'GO:0071320', 'GO:0071361', 'GO:0051209', 'GO:0001666', 'GO:0007165']"
Q14674,ESPL1,150,17,0,"['GO:0005813', 'GO:0005737', 'GO:0005829', 'GO:0072686', 'GO:0005634', 'GO:0003824', 'GO:0004197', 'GO:0008234', 'GO:0006915', 'GO:0040001', 'GO:0045143', 'GO:0051307', 'GO:0000212', 'GO:0000281', 'GO:0000070', 'GO:0051306', 'GO:0045875', 'GO:0045842', 'GO:0006508']"
Q14997,PSME4,29,7,2,"['GO:0005829', 'GO:0016607', 'GO:0005654', 'GO:0005634', 'GO:1990111', 'GO:0070577', 'GO:0016504', 'GO:0070628', 'GO:0006974', 'GO:0006281', 'GO:0010499', 'GO:0035092']"
Q14C86,GAPVD1,23,4,0,"['GO:0005829', 'GO:0030139', 'GO:0005768', 'GO:0005886', 'GO:0045296', 'GO:0032794', 'GO:0005096', 'GO:0005085', 'GO:0031267', 'GO:0006897', 'GO:0051223']"
Q14CZ7,FASTKD3,8,0,-2,"['GO:0005759', 'GO:0005739', 'GO:0005654', 'GO:0035770', 'GO:0003723', 'GO:0033617', 'GO:0000963', 'GO:0070131', 'GO:0044528']"
Q15111,PLCL1,65,1,0,"['GO:0005737', 'GO:0004435', 'GO:0004629', 'GO:0007214', 'GO:0035556', 'GO:0006629', 'GO:0120163', 'GO:0032228']"
Q15121,PEA15,263,1,0,"['GO:0005829', 'GO:0043231', 'GO:0005875', 'GO:0005654', 'GO:0006915', 'GO:0000165', 'GO:1902042', 'GO:0046325', 'GO:0071702', 'GO:1902043']"
Q15413,RYR3,7062,5,0,"['GO:0034704', 'GO:0016020', 'GO:0042383', 'GO:0033017', 'GO:0005790', 'GO:0030018', 'GO:0005509', 'GO:0048763', 'GO:0005516', 'GO:0015278', 'GO:0005219', 'GO:0070588', 'GO:0006816', 'GO:0071318', 'GO:0071313', 'GO:0071277', 'GO:0071286', 'GO:0006874', 'GO:0051289', 'GO:0051209', 'GO:0014808', 'GO:0006941']"
Q15477,SKIV2L,94,7,0,"['GO:0005829', 'GO:0005634', 'GO:0055087', 'GO:0034458', 'GO:0005524', 'GO:0016887', 'GO:0003723', 'GO:0003724', 'GO:0070478', 'GO:0072344']"
Q15554,TERF2,372,9,3,"['GO:1904115', 'GO:0000781', 'GO:0001673', 'GO:0016604', 'GO:0000783', 'GO:0005654', 'GO:0005634', 'GO:0070187', 'GO:0003691', 'GO:0019899', 'GO:0098505', 'GO:0042803', 'GO:0044877', 'GO:0042162', 'GO:0008089', 'GO:0099088', 'GO:0090398', 'GO:0001701', 'GO:1903770', 'GO:2000773', 'GO:1905778', 'GO:0010629', 'GO:1904430', 'GO:1904354', 'GO:0032208', 'GO:0032214', 'GO:0032211', 'GO:1904357', 'GO:1903824', 'GO:1905839', 'GO:0010628', 'GO:0051000', 'GO:0032206', 'GO:0031848', 'GO:0070198', 'GO:0032204', 'GO:0032210', 'GO:0006278', 'GO:0016233', 'GO:0000723', 'GO:0061820', 'GO:0031627']"
Q15771,RAB30,31,3,0,"['GO:0005801', 'GO:0031985', 'GO:0000139', 'GO:0005795', 'GO:0043231', 'GO:0005802', 'GO:0005525', 'GO:0003924', 'GO:0007030', 'GO:0032482', 'GO:0016192']"
Q15785,TOMM34,53,1,0,"['GO:0005829', 'GO:0043231', 'GO:0016020', 'GO:0005741', 'GO:0005739', 'GO:0005634', 'GO:0031072', 'GO:0006626']"
Q15822,CHRNA2,119,1,0,"['GO:0005892', 'GO:0045171', 'GO:0016020', 'GO:0043005', 'GO:0120111', 'GO:0005654', 'GO:0005886', 'GO:0045211', 'GO:0045202', 'GO:0015464', 'GO:0022848', 'GO:1901363', 'GO:0050997', 'GO:0095500', 'GO:0071316', 'GO:0051899', 'GO:0098828', 'GO:0006811', 'GO:0035094', 'GO:0007165', 'GO:0007271']"
Q16236,NFE2L2,10226,8,13,"['GO:0005813', 'GO:0000785', 'GO:0005737', 'GO:0005829', 'GO:0005794', 'GO:0016592', 'GO:0043228', 'GO:0005654', 'GO:0005634', 'GO:0005886', 'GO:0032993', 'GO:0090575', 'GO:0003677', 'GO:0001228', 'GO:0003700', 'GO:0000981', 'GO:0140693', 'GO:0019904', 'GO:0000978', 'GO:0061629', 'GO:0043565', 'GO:0000976', 'GO:0001221', 'GO:0031625', 'GO:0046223', 'GO:0045454', 'GO:1904385', 'GO:0071280', 'GO:0071498', 'GO:0042149', 'GO:0070301', 'GO:0071456', 'GO:0071499', 'GO:0034599', 'GO:0071356', 'GO:0071466', 'GO:0030968', 'GO:0006954', 'GO:0140467', 'GO:0010667', 'GO:1900038', 'GO:2000352', 'GO:0110076', 'GO:1902037', 'GO:1902176', 'GO:1904753', 'GO:0036499', 'GO:0045766', 'GO:0030194', 'GO:0043536', 'GO:0045893', 'GO:1904294', 'GO:0010628', 'GO:0046326', 'GO:1903788', 'GO:0010976', 'GO:2000379', 'GO:0045944', 'GO:2000060', 'GO:0010499', 'GO:0043161', 'GO:0016567', 'GO:1900407', 'GO:0045995', 'GO:0045088', 'GO:2000121', 'GO:0006357', 'GO:0002931', 'GO:0006979']"
Q16650,TBR1,375,1,7,"['GO:0000785', 'GO:0005634', 'GO:0031490', 'GO:0003700', 'GO:0000981', 'GO:0019901', 'GO:0000978', 'GO:0021764', 'GO:0007420', 'GO:0001708', 'GO:0021987', 'GO:0006338', 'GO:0021902', 'GO:0001661', 'GO:0010467', 'GO:0030902', 'GO:0045892', 'GO:0045944', 'GO:1902667', 'GO:0010975', 'GO:0006357', 'GO:0010092']"
Q17R98,ZNF827,16,1,3,"['GO:0000785', 'GO:0000781', 'GO:0005634', 'GO:1990904', 'GO:0003677', 'GO:0046872', 'GO:0120325', 'GO:0006338', 'GO:0070200', 'GO:0045892', 'GO:1904791', 'GO:0045944', 'GO:0000723']"
Q17RY0,CPEB4,140,4,-3,"['GO:0005737', 'GO:0030425', 'GO:0043197', 'GO:0005783', 'GO:0030426', 'GO:1990124', 'GO:0043005', 'GO:0005634', 'GO:0048471', 'GO:0014069', 'GO:0045202', 'GO:0046872', 'GO:0003730', 'GO:0000900', 'GO:0043022', 'GO:0003723', 'GO:0008135', 'GO:0071230', 'GO:0036294', 'GO:0042149', 'GO:0035235', 'GO:2000766', 'GO:0043524', 'GO:0002931']"
Q27J81,INF2,343,7,0,"['GO:0005884', 'GO:0048471', 'GO:0003779', 'GO:0031267', 'GO:0030041', 'GO:0090140']"
Q2LD37,KIAA1109,48,1,0,"['GO:0005789', 'GO:0140268', 'GO:0016020', 'GO:0031966', 'GO:0005634', 'GO:0005886', 'GO:0098793', 'GO:1904121', 'GO:0032456', 'GO:0016197', 'GO:0120009', 'GO:0006909', 'GO:0001558', 'GO:0030856', 'GO:0048488']"
Q2M2I8,AAK1,149,4,0,"['GO:0031252', 'GO:0005905', 'GO:0030136', 'GO:0005829', 'GO:0043231', 'GO:0005886', 'GO:0098793', 'GO:0043195', 'GO:0035612', 'GO:0005524', 'GO:0005112', 'GO:0106310', 'GO:0004674', 'GO:0061024', 'GO:0045747', 'GO:0140238', 'GO:0006468', 'GO:0050821', 'GO:2000369', 'GO:0032880']"
Q2TAY7,SMU1,34,6,-3,"['GO:0005737', 'GO:0016607', 'GO:0005654', 'GO:0005634', 'GO:0071011', 'GO:0071005', 'GO:0000398', 'GO:0000381', 'GO:0008380']"
Q2V2M9,FHOD3,74,0,0,"['GO:0005737', 'GO:0005856', 'GO:0030018', 'GO:0051015', 'GO:0055003', 'GO:0030866', 'GO:0045214']"
Q2YD98,UVSSA,53,4,1,"['GO:0005694', 'GO:0005654', 'GO:0000993', 'GO:0016567', 'GO:0009411', 'GO:0006283']"
Q32NC0,C18orf21,2,1,0,[]
Q32P51,HNRNPA1L2,4,1,-1,"['GO:0071013', 'GO:0005737', 'GO:0003730', 'GO:0000398', 'GO:0051028']"
Q3B7T1,EDRF1,11,0,1,"['GO:0005634', 'GO:0045893']"
Q460N5,PARP14,146,1,1,"['GO:0005737', 'GO:0005829', 'GO:0016020', 'GO:0005634', 'GO:0005886', 'GO:0019899', 'GO:0003950', 'GO:0070403', 'GO:1990404', 'GO:0016779', 'GO:0003714', 'GO:0045087', 'GO:0010629', 'GO:0060336', 'GO:0042532', 'GO:1902216', 'GO:0042531', 'GO:0070212']"
Q4G0N7,FAM229B,1,0,0,[]
Q4KMP7,TBC1D10B,14,4,0,"['GO:0005829', 'GO:0005886', 'GO:0005096', 'GO:0043087', 'GO:0042147']"
Q53GS7,GLE1,110,9,-1,"['GO:0005814', 'GO:0005813', 'GO:0036064', 'GO:0005737', 'GO:0005829', 'GO:0005615', 'GO:0016020', 'GO:0005635', 'GO:0031965', 'GO:0005643', 'GO:0044614', 'GO:0005730', 'GO:0042802', 'GO:0000822', 'GO:0005543', 'GO:0031369', 'GO:0006406', 'GO:0006913', 'GO:0016973', 'GO:0015031']"
Q5GFL6,VWA2,24,2,0,"['GO:0005604', 'GO:0070062', 'GO:0005615', 'GO:0005509', 'GO:0042802', 'GO:0007161', 'GO:0046626']"
Q5JQF8,PABPC1L2A,0,1,0,"['GO:0010494', 'GO:0005829', 'GO:0070062', 'GO:0005634', 'GO:1990904', 'GO:0003730', 'GO:0008143', 'GO:0008266']"
Q5JQF8,PABPC1L2B,1,1,0,"['GO:0010494', 'GO:0005829', 'GO:0070062', 'GO:0005634', 'GO:1990904', 'GO:0003730', 'GO:0008143', 'GO:0008266']"
Q5JQF8,PABPC1L2A,0,1,0,"['GO:0010494', 'GO:0005829', 'GO:0070062', 'GO:0005634', 'GO:1990904', 'GO:0003730', 'GO:0008143', 'GO:0008266']"
