Uniprot,Protein Symbol,Article Count,Interactions,GO Score,GO Terms
Q9NV96,TMEM30A,76,2,0,"['GO:0016324', 'GO:0035577', 'GO:0031901', 'GO:0005783', 'GO:0005794', 'GO:0031902', 'GO:0016020', 'GO:1990531', 'GO:0005886', 'GO:0035579', 'GO:0030658', 'GO:0015247', 'GO:0005198', 'GO:0015917', 'GO:0045332', 'GO:0010976', 'GO:0061092', 'GO:0070863', 'GO:0036010', 'GO:0006855']"
Q9NVH2,INTS7,16,8,0,"['GO:0005694', 'GO:0005737', 'GO:0032039', 'GO:0016604', 'GO:0005654', 'GO:0005634', 'GO:0071479', 'GO:0000077', 'GO:0034243', 'GO:0034472', 'GO:0016180']"
Q9NVU0,POLR3E,13,5,1,"['GO:0005829', 'GO:0005654', 'GO:0005666', 'GO:0051607', 'GO:0045087', 'GO:0042797']"
Q9NWS0,PIH1D1,33,5,0,"['GO:0005737', 'GO:0005730', 'GO:0005634', 'GO:0070761', 'GO:0097255', 'GO:1990904', 'GO:1990062', 'GO:0051117', 'GO:0042393', 'GO:0140566', 'GO:0051219', 'GO:0019901', 'GO:0000492', 'GO:0006338', 'GO:0030855', 'GO:2001268', 'GO:1902661', 'GO:0071902', 'GO:1904263', 'GO:1901838', 'GO:0050821', 'GO:0006364', 'GO:0048254', 'GO:1905669']"
Q9NXR1,NDE1,175,8,0,"['GO:0005813', 'GO:0032154', 'GO:0005829', 'GO:0005871', 'GO:0000776', 'GO:0016020', 'GO:0005874', 'GO:0031616', 'GO:0045202', 'GO:0042802', 'GO:0008017', 'GO:0051301', 'GO:0016477', 'GO:0051298', 'GO:0051642', 'GO:0021987', 'GO:0007059', 'GO:0051303', 'GO:0000132', 'GO:0007020', 'GO:0007100', 'GO:0007405', 'GO:0001764', 'GO:0047496']"
Q9NYB0,TERF2IP,247,8,4,"['GO:0000781', 'GO:0005737', 'GO:0001673', 'GO:0016604', 'GO:0000228', 'GO:0000783', 'GO:0005654', 'GO:0005634', 'GO:0070187', 'GO:0098505', 'GO:0019902', 'GO:0042162', 'GO:0035556', 'GO:0048239', 'GO:0001933', 'GO:0032205', 'GO:0043123', 'GO:0051092', 'GO:1901224', 'GO:0032206', 'GO:0031848', 'GO:0070198', 'GO:0006355', 'GO:0010569', 'GO:0032204', 'GO:0016233', 'GO:0000723', 'GO:0007004', 'GO:0010833']"
Q9NYL2,MAP3K20,71,2,-1,"['GO:0005737', 'GO:0005829', 'GO:0005634', 'GO:0005524', 'GO:0004706', 'GO:0000287', 'GO:0004709', 'GO:0030295', 'GO:0106310', 'GO:0004674', 'GO:0043022', 'GO:0003723', 'GO:0070181', 'GO:0170011', 'GO:0008219', 'GO:0030154', 'GO:0071480', 'GO:0071493', 'GO:0007059', 'GO:0007010', 'GO:0000077', 'GO:0042733', 'GO:0140469', 'GO:0006954', 'GO:0007254', 'GO:0060173', 'GO:0000165', 'GO:0070303', 'GO:1902010', 'GO:0038066', 'GO:0043065', 'GO:1904291', 'GO:0043068', 'GO:0046777', 'GO:0006468', 'GO:0070269', 'GO:0030071', 'GO:0051403', 'GO:0031098']"
Q9NZ43,USE1,61,3,0,"['GO:0030137', 'GO:0005783', 'GO:0005789', 'GO:0031201', 'GO:0005484', 'GO:0007041', 'GO:0030163', 'GO:0015031', 'GO:0006890', 'GO:0032940']"
Q9NZ56,FMN2,109,2,1,"['GO:0005938', 'GO:0005737', 'GO:0030659', 'GO:0005829', 'GO:0005783', 'GO:0005789', 'GO:0005902', 'GO:0005730', 'GO:0005634', 'GO:0048471', 'GO:0005886', 'GO:0005819', 'GO:0003779', 'GO:0030036', 'GO:0016477', 'GO:0071456', 'GO:0006974', 'GO:0051295', 'GO:0070649', 'GO:0051758', 'GO:0035556', 'GO:0046907', 'GO:0043066', 'GO:0042177', 'GO:0048477', 'GO:0040038', 'GO:2000781', 'GO:0015031', 'GO:0016192']"
Q9NZR2,LRP1B,405,6,0,"['GO:0005886', 'GO:0043235', 'GO:0005509', 'GO:0005041', 'GO:0015031', 'GO:0006898']"
Q9P0S2,COX16,18,0,0,"['GO:0005743', 'GO:0033617']"
Q9P0V3,SH3BP4,33,3,0,"['GO:0005905', 'GO:0030136', 'GO:0005737', 'GO:0070062', 'GO:0005634', 'GO:0005092', 'GO:0042802', 'GO:0031267', 'GO:0071230', 'GO:0006897', 'GO:0030308', 'GO:0008285', 'GO:0034260', 'GO:0032007', 'GO:0010508', 'GO:0061462', 'GO:0050790']"
Q9P107,GMIP,35,3,0,"['GO:0005829', 'GO:0005654', 'GO:0005886', 'GO:0005096', 'GO:0046872', 'GO:0035556', 'GO:0034260', 'GO:0051056']"
Q9P1Y6,PHRF1,21,0,0,"['GO:0016020', 'GO:0046872', 'GO:0070063', 'GO:0016567']"
Q9P215,POGK,6,2,2,"['GO:0005654', 'GO:0005634', 'GO:0003677', 'GO:0006355']"
Q9P241,ATP10D,16,3,0,"['GO:0005783', 'GO:0005789', 'GO:0016020', 'GO:0005654', 'GO:1990531', 'GO:0005886', 'GO:0005524', 'GO:0016887', 'GO:0140326', 'GO:0140351', 'GO:0000287', 'GO:0006812', 'GO:0034220', 'GO:0045332']"
Q9P2D0,IBTK,30,0,0,"['GO:0005737', 'GO:0016020', 'GO:0005654', 'GO:0019901', 'GO:0030292', 'GO:0001933', 'GO:0051209']"
Q9P2J3,KLHL9,16,0,0,"['GO:0031463', 'GO:0005829', 'GO:0030496', 'GO:0097602', 'GO:0051301', 'GO:0016567', 'GO:0032465']"
Q9P2K1,CC2D2A,88,5,0,"['GO:0035869', 'GO:0005856', 'GO:0005829', 'GO:0036038', 'GO:0035082', 'GO:0043010', 'GO:0060271', 'GO:0007368', 'GO:1990403', 'GO:0007507', 'GO:0001822', 'GO:0044458', 'GO:0001843', 'GO:1905515', 'GO:1904491', 'GO:0007224']"
Q9P2K3,RCOR3,12,1,4,"['GO:0005829', 'GO:0000118', 'GO:0005654', 'GO:0005667', 'GO:0003714', 'GO:0045892', 'GO:0006357']"
Q9P2K8,EIF2AK4,437,7,-7,"['GO:0005737', 'GO:0005829', 'GO:0022626', 'GO:0005634', 'GO:0005524', 'GO:0004694', 'GO:0106310', 'GO:0004674', 'GO:0000049', 'GO:0002250', 'GO:0034198', 'GO:0070417', 'GO:0034644', 'GO:0051607', 'GO:0000077', 'GO:0036492', 'GO:0140469', 'GO:0007612', 'GO:0007616', 'GO:0044828', 'GO:0032792', 'GO:1990625', 'GO:0045665', 'GO:0045947', 'GO:0032057', 'GO:1990138', 'GO:0002821', 'GO:0002230', 'GO:1900273', 'GO:0071264', 'GO:0046777', 'GO:0006468', 'GO:0060259', 'GO:0006446', 'GO:0010998', 'GO:0002286', 'GO:0019081']"
Q9P2P1,NYNRIN,12,2,1,"['GO:0036464', 'GO:0016020', 'GO:0005634', 'GO:0003729', 'GO:0004521', 'GO:0004523', 'GO:0015074', 'GO:0000731', 'GO:0006261']"
Q9UBS5,GABBR1,140,2,0,"['GO:0030673', 'GO:0043198', 'GO:0043197', 'GO:0005789', 'GO:0005615', 'GO:1902712', 'GO:0038039', 'GO:0098982', 'GO:0098978', 'GO:0031966', 'GO:0043025', 'GO:0005886', 'GO:0045211', 'GO:0042734', 'GO:0098685', 'GO:0008021', 'GO:1990430', 'GO:0004965', 'GO:0099579', 'GO:0150047', 'GO:0046982', 'GO:0007193', 'GO:0007214', 'GO:0008285', 'GO:0033602', 'GO:0032811', 'GO:0014053', 'GO:0050805', 'GO:0150099', 'GO:0001649', 'GO:0014049', 'GO:0060124', 'GO:0045471', 'GO:0035094', 'GO:0051932']"
Q9UDT6,CLIP2,55,2,0,"['GO:0005938', 'GO:0005875', 'GO:0035371', 'GO:0005634', 'GO:0008017', 'GO:0051010', 'GO:0031122']"
Q9UDY6,TRIM10,30,0,0,"['GO:0005737', 'GO:0061630', 'GO:0008270', 'GO:0030218', 'GO:0045087', 'GO:0046597', 'GO:0016567']"
Q9UER7,DAXX,969,7,6,"['GO:0000775', 'GO:0005829', 'GO:0016604', 'GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0016605', 'GO:0019899', 'GO:0031072', 'GO:0042393', 'GO:0140693', 'GO:0050681', 'GO:0002039', 'GO:0042803', 'GO:0030295', 'GO:0019901', 'GO:0061629', 'GO:0003713', 'GO:0003714', 'GO:0140416', 'GO:0031625', 'GO:0030521', 'GO:0071276', 'GO:0071280', 'GO:0072738', 'GO:0034605', 'GO:1903936', 'GO:0034620', 'GO:0006338', 'GO:0008625', 'GO:0007254', 'GO:0045892', 'GO:0010629', 'GO:0036480', 'GO:0006334', 'GO:0045860', 'GO:0001934', 'GO:0042981', 'GO:0006355', 'GO:0010468', 'GO:0031396']"
Q9UFG5,C19orf25,1,3,0,[]
Q9UGP8,SEC63,217,9,-3,"['GO:0005783', 'GO:0016020', 'GO:0031207', 'GO:0008320', 'GO:0003723', 'GO:0038023', 'GO:0001889', 'GO:0006620', 'GO:0031204', 'GO:0006612', 'GO:0006614']"
Q9UHA3,RSL24D1,14,11,-1,"['GO:0005730', 'GO:0005654', 'GO:0005840', 'GO:0003735', 'GO:0042273', 'GO:0006412']"
Q9UHR5,SAP30BP,18,3,2,"['GO:0045111', 'GO:0005654', 'GO:0005634', 'GO:0052472', 'GO:0006355', 'GO:0009615']"
Q9UK80,USP21,111,6,2,"['GO:0005737', 'GO:0005829', 'GO:0005654', 'GO:0005886', 'GO:0004843', 'GO:0008234', 'GO:0019784', 'GO:0046872', 'GO:0003713', 'GO:0006508', 'GO:0045815']"
Q9UKA1,FBXL5,85,4,0,"['GO:0005829', 'GO:0005634', 'GO:0048471', 'GO:0019005', 'GO:0000151', 'GO:0051537', 'GO:0005506', 'GO:0004842', 'GO:0006879', 'GO:0060586', 'GO:0045732', 'GO:0016567', 'GO:0031146']"
Q9UKG1,APPL1,309,9,0,"['GO:0005737', 'GO:0031410', 'GO:0005829', 'GO:0005769', 'GO:0031901', 'GO:0032009', 'GO:0005768', 'GO:0010008', 'GO:0070062', 'GO:0098978', 'GO:0097708', 'GO:0044354', 'GO:0016020', 'GO:0005634', 'GO:0005886', 'GO:0098794', 'GO:0098793', 'GO:0001726', 'GO:0012506', 'GO:0048487', 'GO:0042802', 'GO:0035091', 'GO:0001786', 'GO:0042803', 'GO:0043422', 'GO:0044877', 'GO:0033211', 'GO:0035729', 'GO:0008286', 'GO:0099558', 'GO:1905450', 'GO:1900017', 'GO:0046326', 'GO:1905303', 'GO:0048023', 'GO:0006606', 'GO:0010762', 'GO:2000045', 'GO:0046324', 'GO:0045088', 'GO:1903076', 'GO:0034143', 'GO:0007165', 'GO:0023052', 'GO:0007179']"
Q9UL15,BAG5,87,2,0,"['GO:0005737', 'GO:0005829', 'GO:0016234', 'GO:0030314', 'GO:0016020', 'GO:0005739', 'GO:0005634', 'GO:0048471', 'GO:0000774', 'GO:0019901', 'GO:0051087', 'GO:0031625', 'GO:0007030', 'GO:0010977', 'GO:1902176', 'GO:0032435', 'GO:0061084', 'GO:0031397', 'GO:0051444', 'GO:0006457', 'GO:0050821', 'GO:0090083', 'GO:0051438']"
Q9UL54,TAOK2,69,0,1,"['GO:0015629', 'GO:0030424', 'GO:0044295', 'GO:0005737', 'GO:0031410', 'GO:0030659', 'GO:0005829', 'GO:0044294', 'GO:0043005', 'GO:0005730', 'GO:0005654', 'GO:0043235', 'GO:0005524', 'GO:0004709', 'GO:0031434', 'GO:0038191', 'GO:0106310', 'GO:0043539', 'GO:0004674', 'GO:0048156', 'GO:0050321', 'GO:0030036', 'GO:0032147', 'GO:0006915', 'GO:0007409', 'GO:0150020', 'GO:0150019', 'GO:0016477', 'GO:0006974', 'GO:0048041', 'GO:0007095', 'GO:0046330', 'GO:0043410', 'GO:0031954', 'GO:0032874', 'GO:0046777', 'GO:0006612', 'GO:0032956', 'GO:0001558', 'GO:0008360', 'GO:0051403']"
Q9ULB4,CDH9,42,3,0,"['GO:0005912', 'GO:0016342', 'GO:0005886', 'GO:0045211', 'GO:0042734', 'GO:0008013', 'GO:0045296', 'GO:0005509', 'GO:0034332', 'GO:0016339', 'GO:0016477', 'GO:0000902', 'GO:0098609', 'GO:0044331', 'GO:0007043', 'GO:0007156', 'GO:0007416', 'GO:0099560']"
Q9ULJ3,ZBTB21,13,0,5,"['GO:0005829', 'GO:0005654', 'GO:0005634', 'GO:0000981', 'GO:0001227', 'GO:0042802', 'GO:0046872', 'GO:0008327', 'GO:0031208', 'GO:0045892', 'GO:0000122', 'GO:0006357']"
Q9UMZ2,SYNRG,23,5,0,"['GO:0030121', 'GO:0030130', 'GO:0005737', 'GO:0005794', 'GO:0048471', 'GO:0006897', 'GO:0006886']"
Q9UN86,G3BP2,120,0,0,"['GO:0005737', 'GO:0010494', 'GO:0005829', 'GO:1990904', 'GO:0140693', 'GO:0003729', 'GO:0003723', 'GO:0030159', 'GO:0007253', 'GO:0045087', 'GO:0051028', 'GO:0062029', 'GO:0051260', 'GO:0007265', 'GO:0034063']"
Q9UNH7,SNX6,66,3,1,"['GO:0005737', 'GO:0005829', 'GO:0031901', 'GO:0005768', 'GO:0098978', 'GO:0005764', 'GO:0005634', 'GO:0030904', 'GO:0030905', 'GO:0097422', 'GO:0034452', 'GO:0035091', 'GO:0042803', 'GO:0034713', 'GO:1904646', 'GO:0071364', 'GO:0006886', 'GO:0045892', 'GO:0007175', 'GO:0043524', 'GO:0030512', 'GO:0016241', 'GO:0099072', 'GO:0042147']"
Q9UNS1,TIMELESS,1176,10,4,"['GO:0000785', 'GO:0005654', 'GO:0005634', 'GO:0031298', 'GO:0035861', 'GO:0003677', 'GO:0042802', 'GO:0048754', 'GO:0044770', 'GO:0051301', 'GO:1904976', 'GO:0072719', 'GO:0072711', 'GO:0007623', 'GO:0009582', 'GO:0006974', 'GO:0006281', 'GO:0000076', 'GO:0030324', 'GO:0002009', 'GO:0045892', 'GO:2000781', 'GO:1905168', 'GO:0042752', 'GO:0043111']"
Q9UNY4,TTF2,178,4,3,"['GO:0005829', 'GO:0005634', 'GO:0005681', 'GO:0008023', 'GO:0005524', 'GO:0008094', 'GO:0140658', 'GO:0003677', 'GO:0004386', 'GO:0016787', 'GO:0008270', 'GO:0006281', 'GO:0006353', 'GO:0006397', 'GO:0008380', 'GO:0006369']"
Q9UP83,COG5,56,9,0,"['GO:0005829', 'GO:0005794', 'GO:0000139', 'GO:0017119', 'GO:0016020', 'GO:0005654', 'GO:0032588', 'GO:0070085', 'GO:0007030', 'GO:0048219', 'GO:0006891', 'GO:0015031', 'GO:0000301']"
Q9UPN7,PPP6R1,7,2,0,"['GO:0005829', 'GO:0005634', 'GO:0019903', 'GO:0019888', 'GO:0031267', 'GO:0043666']"
Q9UPN9,TRIM33,265,2,3,"['GO:0000785', 'GO:0005654', 'GO:0005634', 'GO:0070410', 'GO:0003677', 'GO:0070412', 'GO:0004842', 'GO:0008270', 'GO:0030514', 'GO:0045892', 'GO:0000122', 'GO:0016567', 'GO:0017015']"
Q9UPU7,TBC1D2B,11,2,0,"['GO:0005829', 'GO:0005769', 'GO:0005096', 'GO:0006897']"
Q9UQ84,EXO1,968,16,2,"['GO:0016604', 'GO:0005654', 'GO:0005634', 'GO:0005886', 'GO:0035312', 'GO:0008409', 'GO:0017108', 'GO:0003682', 'GO:0003677', 'GO:0051908', 'GO:0004527', 'GO:0048256', 'GO:0046872', 'GO:0004523', 'GO:0045145', 'GO:0006310', 'GO:0006281', 'GO:0110025', 'GO:0002455', 'GO:0045190', 'GO:0051321', 'GO:0006298', 'GO:0016446', 'GO:0090656']"
Q9UQR0,SCML2,37,2,1,"['GO:0005634', 'GO:0031519', 'GO:0003682', 'GO:0042393', 'GO:0009653', 'GO:0045892']"
Q9Y283,INVS,235,3,0,"['GO:0097543', 'GO:0005737', 'GO:0016020', 'GO:0005874', 'GO:0005634', 'GO:0005819', 'GO:0005516', 'GO:0090090', 'GO:1904108', 'GO:0016055']"
Q9Y2H0,DLGAP4,32,2,0,"['GO:0098981', 'GO:0098978', 'GO:0031594', 'GO:0005886', 'GO:0099572', 'GO:0060090', 'GO:0023052']"
Q9Y2L9,LRCH1,23,3,0,"['GO:0005737', 'GO:1990869', 'GO:0034260', 'GO:2000405']"
Q9Y2W2,WBP11,24,3,-2,"['GO:0005829', 'GO:0043231', 'GO:0005654', 'GO:0005634', 'GO:0003723', 'GO:0003697', 'GO:0050699', 'GO:0006397', 'GO:0008380', 'GO:0006364']"
Q9Y3E5,PTRH2,31,4,0,"['GO:0005829', 'GO:0016020', 'GO:0005741', 'GO:0005739', 'GO:0004045', 'GO:0006915', 'GO:2000811', 'GO:0010629', 'GO:2000210']"
Q9Y3R5,DOP1B,11,2,0,"['GO:0005829', 'GO:0031901', 'GO:0005768', 'GO:0070062', 'GO:0000139', 'GO:0005802', 'GO:0050890', 'GO:0009880', 'GO:0007029', 'GO:0006895', 'GO:0015031']"
Q9Y3X0,CCDC9,5,4,0,"['GO:0035145', 'GO:0003723']"
Q9Y4J8,DTNA,107,5,0,"['GO:0030424', 'GO:0030054', 'GO:0005737', 'GO:0031234', 'GO:0045111', 'GO:0005654', 'GO:0005886', 'GO:0032991', 'GO:0042383', 'GO:0045202', 'GO:0030165', 'GO:0008270', 'GO:0007268', 'GO:0007274', 'GO:0007165', 'GO:0006941', 'GO:0099536']"
Q9Y572,RIPK3,2303,8,2,"['GO:0005737', 'GO:0005829', 'GO:0005634', 'GO:0032991', 'GO:0005524', 'GO:0042802', 'GO:0004672', 'GO:0106310', 'GO:0004674', 'GO:0044877', 'GO:0003713', 'GO:0032147', 'GO:1990000', 'GO:0097190', 'GO:0070301', 'GO:0051607', 'GO:0097528', 'GO:0048535', 'GO:0070266', 'GO:0097527', 'GO:0038061', 'GO:2001244', 'GO:0060545', 'GO:0051092', 'GO:0010922', 'GO:2000379', 'GO:0097300', 'GO:0046777', 'GO:0036211', 'GO:0072593', 'GO:0046006', 'GO:0070235', 'GO:0002819', 'GO:0042981', 'GO:2000452', 'GO:0001914', 'GO:0032649', 'GO:0007165', 'GO:0048536', 'GO:0033077', 'GO:0043029', 'GO:0048538']"
Q9Y5L0,TNPO3,113,7,0,"['GO:0005642', 'GO:0005737', 'GO:0043231', 'GO:0005635', 'GO:0042802', 'GO:0061608', 'GO:0031267', 'GO:0006606']"
Q9Y5P1,OR51B2,4,0,0,"['GO:0005886', 'GO:0004930', 'GO:0004984']"
Q9Y5S9,RBM8A,155,17,-5,"['GO:0071013', 'GO:0005737', 'GO:0005829', 'GO:0030425', 'GO:0035145', 'GO:1990501', 'GO:0043025', 'GO:0016607', 'GO:0005654', 'GO:0005634', 'GO:0071006', 'GO:0003729', 'GO:0003723', 'GO:0006406', 'GO:0000398', 'GO:0000184', 'GO:0000381', 'GO:0050684', 'GO:2000622', 'GO:0006417', 'GO:0008380']"
Q9Y605,MRFAP1,35,0,0,"['GO:0005654', 'GO:0048471']"
Q9Y620,RAD54B,95,9,1,"['GO:0005634', 'GO:0005524', 'GO:0140658', 'GO:0003677', 'GO:0003678', 'GO:0015616', 'GO:0016787', 'GO:0003724', 'GO:0008340', 'GO:0000724', 'GO:0006312', 'GO:0007131', 'GO:0010212', 'GO:0009410']"
Q9Y6B6,SAR1B,108,5,0,"['GO:0030127', 'GO:0005829', 'GO:0070971', 'GO:0005789', 'GO:0012507', 'GO:0032580', 'GO:0005765', 'GO:0140785', 'GO:0003925', 'GO:0005525', 'GO:0003924', 'GO:0046872', 'GO:0002474', 'GO:1990253', 'GO:0048208', 'GO:0090110', 'GO:0006888', 'GO:0006886', 'GO:0140353', 'GO:0055088', 'GO:0042953', 'GO:0061024', 'GO:1904262', 'GO:0070863', 'GO:0003400', 'GO:0032368', 'GO:1903432', 'GO:0016050']"
Q9Y6X9,MORC2,107,2,1,"['GO:0005737', 'GO:0005829', 'GO:0000792', 'GO:0016363', 'GO:0005654', 'GO:0005634', 'GO:0005524', 'GO:0016887', 'GO:0003682', 'GO:0042802', 'GO:0000287', 'GO:0042803', 'GO:0008270', 'GO:0006338', 'GO:0006974', 'GO:0006631', 'GO:0045814', 'GO:0045869', 'GO:0090309']"
